epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.8786426186561584,0.9505287408828735,9.999999747378752e-06,0.3994280993938446,0.9642038941383362,0.8689032196998596,0.875,1.0,0.3229910135269165,1.0,0.75
1,0.8824769854545593,0.9580522179603577,9.999999747378752e-06,0.3893062472343445,0.9692174792289734,0.8694193363189697,0.875,1.0,0.31552064418792725,1.0,0.75
