epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.8730828166007996,0.9463258981704712,0.0010000000474974513,0.44100555777549744,0.959919810295105,0.8652903437614441,0.875,1.0,0.3650895059108734,1.0,0.75
1,0.9102760553359985,0.973386287689209,0.0010000000474974513,0.34978005290031433,0.9754395484924316,0.9019354581832886,1.0,1.0,0.2726305425167084,1.0,1.0
